oldName,newName
office_building.jpg,1.jpg
synagogue.jpg,2.jpg
museum_indoors.jpg,3.jpg
arena_performance.jpg,4.jpg
pharmacy.jpg,5.jpg
gift_shop.jpg,6.jpg
yard.jpg,7.jpg
waterfall_behind.jpg,8.jpg
soccer_field.jpg,9.jpg
mini_golf.jpg,10.jpg
airfield.jpg,11.jpg
playroom.jpg,12.jpg
bathroom_public.jpg,13.jpg
science_museum.jpg,14.jpg
beauty_salon.jpg,15.jpg
street.jpg,16.jpg
food_court.jpg,17.jpg
woodland.jpg,18.jpg
freeway.jpg,19.jpg
rope_bridge.jpg,20.jpg
