oldName,newName
Shirt_SportsJersey.jpg,1.jpg
Truck_Tanker.jpg,2.jpg
KnifeHolder.jpg,3.jpg
Cookie.jpg,4.jpg
Basket_Plastic.jpg,5.jpg
Garlic_Clove.jpg,6.jpg
Abacus.jpg,7.jpg
Egg_Cup.jpg,8.jpg
Almond.jpg,9.jpg
Cinnamonroll.jpg,10.jpg
Pig.jpg,11.jpg
MousepadAndMouse.jpg,12.jpg
Printer.jpg,13.jpg
DayPlanner.jpg,14.jpg
Light_Siren.jpg,15.jpg
Box_Package.jpg,16.jpg
Pancakes.jpg,17.jpg
Boat_Sail.jpg,18.jpg
Foam_Accoustic.jpg,19.jpg
Sushi.jpg,20.jpg
